Serial_Number,Site_Name,Latitude,Longitude,Local_Date_Time,Temperature_C,Temp_Change_Back,Temp_Change_Fwd,DO_mgL,DO_Change_Back,DO_Change_Fwd,Air_Exposure_Flag,Battery_V,Q,Unix_Time,Project_Code,Waterbody,Start_Time,End_Time,Notes,Group
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T00:26:00Z,21.167,-0.01699999999999946,-0.01699999999999946,0.03,9.999999999999974e-4,9.999999999999974e-4,Clean,3.31,0.955,1723595160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T00:36:00Z,21.184,0.01699999999999946,0.009000000000000341,0.029,-9.999999999999974e-4,0,Clean,3.31,0.954,1723595760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T00:46:00Z,21.175,-0.009000000000000341,0.02500000000000213,0.029,0,0,Clean,3.31,0.954,1723596360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T00:56:00Z,21.15,-0.02500000000000213,0.007999999999999119,0.029,0,0,Clean,3.31,0.954,1723596960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T01:06:00Z,21.142,-0.007999999999999119,0.03399999999999892,0.029,0,-9.999999999999974e-4,Clean,3.31,0.954,1723597560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T01:16:00Z,21.108,-0.03399999999999892,-0.03399999999999892,0.03,9.999999999999974e-4,9.999999999999974e-4,Clean,3.31,0.955,1723598160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T01:26:00Z,21.142,0.03399999999999892,-0.007999999999999119,0.029,-9.999999999999974e-4,-9.999999999999974e-4,Clean,3.31,0.955,1723598760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T01:36:00Z,21.15,0.007999999999999119,-0.008000000000002672,0.03,9.999999999999974e-4,0,Clean,3.31,0.955,1723599360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T01:46:00Z,21.158,0.008000000000002672,0.008000000000002672,0.03,0,9.999999999999974e-4,Clean,3.31,0.955,1723599960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T01:56:00Z,21.15,-0.008000000000002672,-0.008000000000002672,0.029,-9.999999999999974e-4,0,Clean,3.31,0.954,1723600560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T02:06:00Z,21.158,0.008000000000002672,0,0.029,0,0,Clean,3.31,0.955,1723601160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T02:16:00Z,21.158,0,0,0.029,0,-0.0019999999999999983,Clean,3.31,0.955,1723601760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T02:26:00Z,21.158,0,0,0.031,0.0019999999999999983,0.0019999999999999983,Clean,3.31,0.955,1723602360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T02:36:00Z,21.158,0,-0.01699999999999946,0.029,-0.0019999999999999983,-9.999999999999974e-4,Clean,3.31,0.955,1723602960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T02:46:00Z,21.175,0.01699999999999946,0,0.03,9.999999999999974e-4,0,Clean,3.31,0.955,1723603560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T02:56:00Z,21.175,0,-0.009000000000000341,0.03,0,0,Clean,3.31,0.955,1723604160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T03:06:00Z,21.184,0.009000000000000341,-0.007999999999999119,0.03,0,0,Clean,3.31,0.955,1723604760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T03:16:00Z,21.192,0.007999999999999119,0.007999999999999119,0.03,0,9.999999999999974e-4,Clean,3.31,0.955,1723605360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T03:26:00Z,21.184,-0.007999999999999119,-0.007999999999999119,0.029,-9.999999999999974e-4,-9.999999999999974e-4,Clean,3.31,0.955,1723605960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T03:36:00Z,21.192,0.007999999999999119,-0.007999999999999119,0.03,9.999999999999974e-4,9.999999999999974e-4,Clean,3.31,0.955,1723606560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T03:46:00Z,21.2,0.007999999999999119,0.007999999999999119,0.029,-9.999999999999974e-4,0,Clean,3.31,0.955,1723607160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T03:56:00Z,21.192,-0.007999999999999119,0.007999999999999119,0.029,0,-9.999999999999974e-4,Clean,3.31,0.955,1723607760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T04:06:00Z,21.184,-0.007999999999999119,-0.14999999999999858,0.03,9.999999999999974e-4,0,Clean,3.31,0.955,1723608360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T04:16:00Z,21.334,0.14999999999999858,0.007999999999999119,0.03,0,-0.0010000000000000009,Clean,3.31,0.955,1723608960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T04:26:00Z,21.326,-0.007999999999999119,-0.04199999999999804,0.031,0.0010000000000000009,0.0010000000000000009,Clean,3.31,0.955,1723609560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T04:36:00Z,21.368,0.04199999999999804,-0.008000000000002672,0.03,-0.0010000000000000009,-0.0010000000000000009,Clean,3.31,0.955,1723610160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T04:46:00Z,21.376,0.008000000000002672,-0.01699999999999946,0.031,0.0010000000000000009,-0.013999999999999999,Clean,3.31,0.955,1723610760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T04:56:00Z,21.393,0.01699999999999946,0.009000000000000341,0.045,0.013999999999999999,0,Clean,3.31,0.955,1723611360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T05:06:00Z,21.384,-0.009000000000000341,0.08300000000000196,0.045,0,-0.020000000000000004,Clean,3.31,0.955,1723611960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T05:16:00Z,21.301,-0.08300000000000196,0.02499999999999858,0.065,0.020000000000000004,0.027000000000000003,Clean,3.31,0.956,1723612560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T05:26:00Z,21.276,-0.02499999999999858,0.05099999999999838,0.038,-0.027000000000000003,-0.124,Clean,3.31,0.955,1723613160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T05:36:00Z,21.225,-0.05099999999999838,0.11700000000000088,0.162,0.124,-0.087,Clean,3.31,0.958,1723613760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T05:46:00Z,21.108,-0.11700000000000088,-0.009000000000000341,0.249,0.087,-0.08400000000000002,Clean,3.31,0.96,1723614360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T05:56:00Z,21.117,0.009000000000000341,0.04200000000000159,0.333,0.08400000000000002,0.09700000000000003,Clean,3.31,0.962,1723614960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T06:06:00Z,21.075,-0.04200000000000159,0.05000000000000071,0.236,-0.09700000000000003,-0.0020000000000000018,Clean,3.3,0.96,1723615560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T06:16:00Z,21.025,-0.05000000000000071,0.03399999999999892,0.238,0.0020000000000000018,0.032,Clean,3.3,0.96,1723616160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T06:26:00Z,20.991,-0.03399999999999892,0.03300000000000125,0.206,-0.032,-0.05600000000000002,Clean,3.3,0.959,1723616760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T06:36:00Z,20.958,-0.03300000000000125,0.05099999999999838,0.262,0.05600000000000002,0.007000000000000006,Clean,3.3,0.96,1723617360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T06:46:00Z,20.907,-0.05099999999999838,0.03300000000000125,0.255,-0.007000000000000006,-0.007000000000000006,Clean,3.3,0.96,1723617960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T06:56:00Z,20.874,-0.03300000000000125,0.0589999999999975,0.262,0.007000000000000006,0.05300000000000002,Clean,3.3,0.96,1723618560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T07:06:00Z,20.815,-0.0589999999999975,0.03300000000000125,0.209,-0.05300000000000002,-0.0050000000000000044,Clean,3.3,0.959,1723619160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T07:16:00Z,20.782,-0.03300000000000125,0.04200000000000159,0.214,0.0050000000000000044,0.010000000000000009,Clean,3.3,0.959,1723619760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T07:26:00Z,20.74,-0.04200000000000159,0.0329999999999977,0.204,-0.010000000000000009,0.03899999999999998,Clean,3.3,0.959,1723620360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T07:36:00Z,20.707,-0.0329999999999977,0.06700000000000017,0.165,-0.03899999999999998,0.008000000000000007,Clean,3.31,0.958,1723620960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T07:46:00Z,20.64,-0.06700000000000017,0.0259999999999998,0.157,-0.008000000000000007,-0.0040000000000000036,Clean,3.31,0.958,1723621560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T07:56:00Z,20.614,-0.0259999999999998,0.04100000000000037,0.161,0.0040000000000000036,0.05500000000000001,Clean,3.31,0.958,1723622160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T08:06:00Z,20.573,-0.04100000000000037,0.04200000000000159,0.106,-0.05500000000000001,0.017,Clean,3.31,0.956,1723622760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T08:16:00Z,20.531,-0.04200000000000159,0.04199999999999804,0.089,-0.017,-0.021000000000000005,Clean,3.31,0.956,1723623360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T08:26:00Z,20.489,-0.04199999999999804,0.05000000000000071,0.11,0.021000000000000005,0.006000000000000005,Clean,3.31,0.956,1723623960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T08:36:00Z,20.439,-0.05000000000000071,0.04200000000000159,0.104,-0.006000000000000005,-0.015,Clean,3.31,0.956,1723624560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T08:46:00Z,20.397,-0.04200000000000159,0.03399999999999892,0.119,0.015,-0.006000000000000005,Clean,3.31,0.957,1723625160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T08:56:00Z,20.363,-0.03399999999999892,0.04199999999999804,0.125,0.006000000000000005,0.016,Clean,3.31,0.957,1723625760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T09:06:00Z,20.321,-0.04199999999999804,0.04100000000000037,0.109,-0.016,0.010999999999999996,Clean,3.31,0.956,1723626360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T09:16:00Z,20.28,-0.04100000000000037,0.03400000000000247,0.098,-0.010999999999999996,0.010000000000000009,Clean,3.31,0.956,1723626960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T09:26:00Z,20.246,-0.03400000000000247,0.0329999999999977,0.088,-0.010000000000000009,-0.008000000000000007,Clean,3.31,0.956,1723627560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T09:36:00Z,20.213,-0.0329999999999977,0.03400000000000247,0.096,0.008000000000000007,0.018000000000000002,Clean,3.31,0.956,1723628160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T09:46:00Z,20.179,-0.03400000000000247,0.04199999999999804,0.078,-0.018000000000000002,-0.013999999999999999,Clean,3.31,0.955,1723628760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T09:56:00Z,20.137,-0.04199999999999804,0.03300000000000125,0.092,0.013999999999999999,0.023999999999999994,Clean,3.31,0.956,1723629360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T10:06:00Z,20.104,-0.03300000000000125,0.06700000000000017,0.068,-0.023999999999999994,-0.015,Clean,3.31,0.955,1723629960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T10:16:00Z,20.037,-0.06700000000000017,0.03399999999999892,0.083,0.015,-0.0020000000000000018,Clean,3.31,0.955,1723630560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T10:26:00Z,20.003,-0.03399999999999892,0.02499999999999858,0.085,0.0020000000000000018,0.028000000000000004,Clean,3.31,0.956,1723631160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T10:36:00Z,19.978,-0.02499999999999858,0.05900000000000105,0.057,-0.028000000000000004,0.006999999999999999,Clean,3.3,0.955,1723631760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T10:46:00Z,19.919,-0.05900000000000105,0.02500000000000213,0.05,-0.006999999999999999,-0.024999999999999994,Clean,3.3,0.955,1723632360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T10:56:00Z,19.894,-0.02500000000000213,0.0329999999999977,0.075,0.024999999999999994,0.009999999999999995,Clean,3.3,0.955,1723632960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T11:06:00Z,19.861,-0.0329999999999977,0.05100000000000193,0.065,-0.009999999999999995,0.03,Clean,3.3,0.955,1723633560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T11:16:00Z,19.81,-0.05100000000000193,0.02499999999999858,0.035,-0.03,-0.015999999999999993,Clean,3.3,0.954,1723634160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T11:26:00Z,19.785,-0.02499999999999858,0.04200000000000159,0.051,0.015999999999999993,0.018999999999999996,Clean,3.3,0.954,1723634760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T11:36:00Z,19.743,-0.04200000000000159,0.0329999999999977,0.032,-0.018999999999999996,-0.048,Clean,3.3,0.954,1723635360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T11:46:00Z,19.71,-0.0329999999999977,0.01699999999999946,0.08,0.048,0.046,Clean,3.31,0.955,1723635960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T11:56:00Z,19.693,-0.01699999999999946,0.02500000000000213,0.034,-0.046,0.0010000000000000009,Clean,3.31,0.954,1723636560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T12:06:00Z,19.668,-0.02500000000000213,0.009000000000000341,0.033,-0.0010000000000000009,0.0010000000000000009,Clean,3.31,0.954,1723637160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T12:16:00Z,19.659,-0.009000000000000341,0.015999999999998238,0.032,-0.0010000000000000009,-0.0020000000000000018,Clean,3.31,0.954,1723637760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T12:26:00Z,19.643,-0.015999999999998238,-0.007999999999999119,0.034,0.0020000000000000018,0,Clean,3.31,0.954,1723638360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T12:36:00Z,19.651,0.007999999999999119,-0.007999999999999119,0.034,0,0.0020000000000000018,Clean,3.31,0.954,1723638960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T12:46:00Z,19.659,0.007999999999999119,0,0.032,-0.0020000000000000018,-0.0030000000000000027,Clean,3.31,0.954,1723639560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T12:56:00Z,19.659,0,0.007999999999999119,0.035,0.0030000000000000027,-0.028999999999999998,Clean,3.31,0.954,1723640160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T13:06:00Z,19.651,-0.007999999999999119,-0.02499999999999858,0.064,0.028999999999999998,0.028000000000000004,Clean,3.31,0.955,1723640760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-130824-003A,42.3729,-82.39702,2024-08-14T13:16:00Z,19.676,0.02499999999999858,NA,0.036,-0.028000000000000004,NA,Clean,3.3,0.954,1723641360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-13T17:25:00Z,2024-08-14T13:25:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-140824-002A,42.369463,-82.391404,2024-08-14T16:46:00Z,35.426,NA,-1.0459999999999994,5.804,NA,0.15200000000000014,Clean,3.29,0.981,1723653960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-14T16:44:00Z,2024-08-15T13:20:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-140824-002A,42.369463,-82.391404,2024-08-14T16:56:00Z,36.472,1.0459999999999994,0.018000000000000682,5.652,-0.15200000000000014,-0.05799999999999983,Clean,3.28,0.978,1723654560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-14T16:44:00Z,2024-08-15T13:20:00Z,NA,in-fyke
7450-778298,2024-LCS-NWA-140824-002A,42.369463,-82.391404,2024-08-14T17:06:00Z,36.454,-0.018000000000000682,2.5649999999999977,5.71,0.05799999999999983,3.931,Clean,3.28,0.975,1723655160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-14T16:44:00Z,2024-08-15T13:20:00Z,NA,in-fyke
