Project Name,Project,Field Number,Historical Project Code,Date,Day,Month,Year,Date fished,Waterbody Name,Start Time,Stop Time,Start Latitude,Start Longitude,Gear,Effort,Quantification of Effort,Air Temperature,Water Temperature,Conductivity,Dissolved Oxygen,pH,Secchi Tube > measured,Secchi Tube (m),Turbidity (ntu),Distance From Shore (m),Dominant Vegetation,Floodplain Use,Bank Slope (%),Channel Cover (%),Weather Conditions,Wind Speed (km/h),Wind Direction,Weather Notes,Emergent,Floating,Submerged,Open Water,Dominant_aqua_veg,Deciduous,Coniferous,Herbaceous,shrubs,None,tbl1-4_riparian_veg.Unknown,Not recorded,Dominant_riparian_veg,Aquatic Animal Notes,Description of Gear,Narrative Locality Description,Notes_SpeciesID,Final Notes
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-200824-002A,E-37,20-Aug-24,20,8,2024,21-Aug-24,St. Clair NWA - East Cell SCU,2:48:00 PM,8:22:00 AM,42.366165,-82.40395,MFN,17.6,hours,22.8,18.9,366.7,1.75,7.25,TRUE,,2.16,0,,Less disturbed - Wetland,,,Mixed sun and cloud,10.4,N,,5,40,45,10,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: no wings (narrow hab)","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-200824-003A,E-38,20-Aug-24,20,8,2024,21-Aug-24,St. Clair NWA - East Cell SCU,3:11:00 PM,8:39:00 AM,42.367097,-82.403269,MFN,17.5,hours,22.5,19.01,369.9,4.33,7.5,TRUE,,1.83,0,,Less disturbed - Wetland,,,Mixed sun and cloud,14.3,N,max wind @ 20km/h,5,35,45,15,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-200824-004A,E-39,20-Aug-24,20,8,2024,21-Aug-24,St. Clair NWA - East Cell SCU,3:42:00 PM,9:04:00 AM,42.372435,-82.399719,MFN,17.4,hours,21.3,19.753,347.8,3.69,7.61,TRUE,,1.64,0,,Less disturbed - Wetland,,,Mixed sun and cloud,14.4,N,supes breezy,10,45,45,0,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-200824-005A,E-40,20-Aug-24,20,8,2024,21-Aug-24,St. Clair NWA - East Cell SCU,4:09:00 PM,9:16:00 AM,42.374802,-82.399084,MFN,17.1,hours,22.8,20.11,358.6,6.46,7.69,TRUE,,2.65,0,,Less disturbed - Wetland,,,Mixed sun and cloud,13.5,N,,5,45,30,20,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-210824-001A,W-01,21-Aug-24,21,8,2024,22-Aug-24,St. Clair NWA - West Cell SCU,1:41:00 PM,8:12:00 AM,42.367478,-82.40724,MFN,18.5,hours,24.5,19.77,402.8,5.82,7.5,FALSE,0.5,11.58,0,,Less disturbed - Wetland,,,Mixed sun and cloud,4,NW,,10,50,20,20,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-210824-002A,W-02,21-Aug-24,21,8,2024,22-Aug-24,St. Clair NWA - West Cell SCU,2:00:00 PM,8:37:00 AM,42.367902,-82.405255,MFN,18.6,hours,20.8,20.366,356.6,8.13,7.66,FALSE,1.06,3.33,0,,Less disturbed - Wetland,,,Mixed sun and cloud,7.9,NW,,5,40,35,20,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-210824-003A,W-03,21-Aug-24,21,8,2024,22-Aug-24,St. Clair NWA - West Cell SCU,2:18:00 PM,9:00:00 AM,42.369407,-82.405687,MFN,18.7,hours,22.1,21.686,317.8,10.11,8.33,FALSE,1.15,0.93,0,,Less disturbed - Wetland,,,Mixed sun and cloud,7.5,NW,,0,30,40,30,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-210824-004A,W-04,21-Aug-24,21,8,2024,22-Aug-24,St. Clair NWA - West Cell SCU,2:33:00 PM,9:23:00 AM,42.37043,-82.405432,MFN,18.8,hours,22.8,20.777,314.4,9.92,8.19,TRUE,,3.66,0,,Less disturbed - Wetland,,,Mixed sun and cloud,5.1,NW,,5,50,35,10,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-210824-005A,W-05,21-Aug-24,21,8,2024,22-Aug-24,St. Clair NWA - West Cell SCU,3:07:00 PM,9:45:00 AM,42.371727,-82.404154,MFN,18.6,hours,25,20.046,295.4,6.45,7.81,TRUE,,2.81,0,,Less disturbed - Wetland,,,Mixed sun and cloud,9.9,NW,,0,30,10,60,Open Water,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-220824-001A,W-06,22-Aug-24,22,8,2024,23-Aug-24,St. Clair NWA - West Cell SCU,11:32:00 AM,7:56:00 AM,42.373201,-82.405218,MFN,20.4,hours,26.5,18.56,321.9,2.3,7.23,TRUE,,6.24,0,,Less disturbed - Wetland,,,Sunny,3.2,NE,,5,50,20,25,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-220824-002A,W-07,22-Aug-24,22,8,2024,23-Aug-24,St. Clair NWA - West Cell SCU,11:55:00 AM,8:29:00 AM,42.374471,-82.406624,MFN,20.6,hours,27,18.561,317.1,3.15,7.63,TRUE,,0.32,0,,Less disturbed - Wetland,,,Sunny,1.3,NE,,20,35,30,15,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-220824-003A,W-08,22-Aug-24,22,8,2024,23-Aug-24,St. Clair NWA - West Cell SCU,12:16:00 PM,8:54:00 AM,42.375706,-82.4044,MFN,20.6,hours,24.5,18.656,301.5,2.35,7.56,TRUE,,3.33,0,,Less disturbed - Wetland,,,Sunny,5.8,W,,10,35,30,25,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-220824-004A,W-09,22-Aug-24,22,8,2024,23-Aug-24,St. Clair NWA - West Cell SCU,12:37:00 PM,9:26:00 AM,42.376971,-82.403888,MFN,20.8,hours,25.3,20.485,323.5,1.63,7.63,TRUE,,2.66,0,,Less disturbed - Wetland,,,Sunny,5,W,,25,35,15,25,Floating,55,0,40,0,5,,,Deciduous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-220824-005A,W-10,22-Aug-24,22,8,2024,23-Aug-24,St. Clair NWA - West Cell SCU,12:59:00 PM,9:47:00 AM,42.377978,-82.401756,MFN,20.8,hours,25.6,20.336,387.5,2.5,7.4,TRUE,,,0,,Less disturbed - Wetland,,,Sunny,4.2,W,stinkin' toasty!,5,25,40,30,Submerged,0,0,95,5,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-260824-001A,W-11,26-Aug-24,26,8,2024,27-Aug-24,St. Clair NWA - West Cell SCU,1:21:00 PM,7:54:00 AM,42.373801,-82.40789,MFN,18.6,hours,30.4,26.018,366.1,2.7,7.36,TRUE,,3.52,0,,Less disturbed - Wetland,,,Sunny,5.4,SW,HOT,5,50,35,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-260824-002A,W-12,26-Aug-24,26,8,2024,27-Aug-24,St. Clair NWA - West Cell SCU,1:34:00 PM,8:15:00 AM,42.37151,-82.409165,MFN,18.7,hours,33.1,26.732,329.7,3.88,7.5,TRUE,,4.99,0,,Less disturbed - Wetland,,,Sunny,1.2,SW,,5,60,25,10,Floating,20,0,10,70,0,,,Shrubs,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: BLUE; Net notes: many large and small holes b/w hoops","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-260824-003A,W-13,26-Aug-24,26,8,2024,27-Aug-24,St. Clair NWA - West Cell SCU,1:45:00 PM,11:03:00 AM,42.370191,-82.40957,MFN,21.3,hours,33,26.835,382.6,1.7,7.25,TRUE,,4.82,0,,Less disturbed - Wetland,,,Sunny,2.1,SW,Aug27 waited out t-storm b/w fishing W-12 & W-13,5,50,15,30,Floating,0,0,20,80,0,,,Shrubs,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-260824-004A,W-14,26-Aug-24,26,8,2024,27-Aug-24,St. Clair NWA - West Cell SCU,2:17:00 PM,11:18:00 AM,42.368149,-82.408938,MFN,21,hours,33.2,27.146,396.1,4.66,7.59,TRUE,,1.21,0,,Less disturbed - Wetland,,,Sunny,3.8,SW,,5,60,25,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-260824-005A,W-15,26-Aug-24,26,8,2024,27-Aug-24,St. Clair NWA - West Cell SCU,2:30:00 PM,11:36:00 AM,42.366247,-82.40999,MFN,21.1,hours,36.5,23.75,369.2,13.01,8.54,TRUE,,1.65,0,,Less disturbed - Wetland,,,Sunny,1,SW,,10,50,30,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-270824-001A,W-16,27-Aug-24,27,8,2024,28-Aug-24,St. Clair NWA - West Cell SCU,12:28:00 PM,8:23:00 AM,42.360257,-82.406047,MFN,19.9,hours,24.9,22.147,383.7,1.36,7.14,TRUE,,7.12,0,,Less disturbed - Wetland,,,Mixed sun and cloud,3.3,SSW,storms overnight,5,50,30,15,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: BLUE; Net notes: storms overnight, half lead","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-270824-002A,W-17,27-Aug-24,27,8,2024,28-Aug-24,St. Clair NWA - West Cell SCU,12:50:00 PM,8:42:00 AM,42.361716,-82.40756,MFN,20,hours,27,23.925,412.1,2.38,7.39,TRUE,,9.72,0,,Less disturbed - Wetland,,,Mixed sun and cloud,5.8,SSW,storms overnight,5,45,40,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: YELLOW; Net notes: storms overnight","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-270824-003A,W-18,27-Aug-24,27,8,2024,28-Aug-24,St. Clair NWA - West Cell SCU,1:16:00 PM,9:02:00 AM,42.363987,-82.406432,MFN,19.8,hours,28.5,24.642,419.8,6.94,7.9,TRUE,,0.82,0,,Less disturbed - Wetland,,,Mixed sun and cloud,2.5,SSW,storms overnight,5,20,50,25,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: storms overnight","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-270824-004A,W-19,27-Aug-24,27,8,2024,28-Aug-24,St. Clair NWA - West Cell SCU,1:34:00 PM,9:25:00 AM,42.36316,-82.408201,MFN,19.9,hours,30.6,24.028,430,2.75,7.19,TRUE,,3.32,0,,Less disturbed - Wetland,,,Sunny,6.5,SSW,storms overnight,5,30,35,30,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: storms overnight, many holes in cod b/w 2 hoops","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-270824-005A,W-20,27-Aug-24,27,8,2024,28-Aug-24,St. Clair NWA - West Cell SCU,1:55:00 PM,9:44:00 AM,42.362658,-82.409085,MFN,19.8,hours,31.4,23.567,396.6,0.69,7.33,TRUE,,2.89,0,,Less disturbed - Wetland,,,Sunny,2.8,SSW,storms overnight,20,50,25,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: NONE; Net notes: storms overnight, half lead","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-280824-001A,W-21,28-Aug-24,28,8,2024,29-Aug-24,St. Clair NWA - West Cell SCU,12:06:00 PM,8:10:00 AM,42.364431,-82.410675,MFN,20.1,hours,25.5,22.764,373.7,1.11,7.09,TRUE,,9.54,0,,Less disturbed - Wetland,,,Cloudy,4,W,,10,40,30,20,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: half, lead","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-280824-002A,W-22,28-Aug-24,28,8,2024,29-Aug-24,St. Clair NWA - West Cell SCU,12:21:00 PM,8:25:00 AM,42.365586,-82.412616,MFN,20.1,hours,26.2,23.326,405.2,1.75,7.2,TRUE,,3.77,0,,Less disturbed - Wetland,,,Cloudy,3.1,SW,,5,50,35,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-280824-003A,W-23,28-Aug-24,28,8,2024,29-Aug-24,St. Clair NWA - West Cell SCU,12:36:00 PM,8:45:00 AM,42.367552,-82.412689,MFN,20.2,hours,27.2,23.857,426.1,1.95,7.35,TRUE,,6.35,1,,Less disturbed - Wetland,,,Cloudy,4.6,SW,,0,40,30,30,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-280824-004A,W-24,28-Aug-24,28,8,2024,29-Aug-24,St. Clair NWA - West Cell SCU,12:51:00 PM,9:07:00 AM,42.368038,-82.41464,MFN,20.3,hours,26.4,24.343,357.5,2.86,7.48,TRUE,,6.48,0,,Less disturbed - Wetland,,,Cloudy,2,SW,,0,40,20,40,Floating,0,0,80,20,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-280824-005A,W-25,28-Aug-24,28,8,2024,29-Aug-24,St. Clair NWA - West Cell SCU,1:13:00 PM,9:42:00 AM,42.368487,-82.41101,MFN,20.5,hours,27.5,22.94,335.2,1.28,7.2,TRUE,,1.46,0,,Less disturbed - Wetland,,,Cloudy,6.9,SW,,10,60,25,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-280824-006A,W-26,28-Aug-24,28,8,2024,29-Aug-24,St. Clair NWA - West Cell SCU,1:37:00 PM,9:59:00 AM,42.37007,-82.412259,MFN,20.4,hours,30.4,25.035,347.8,3.24,7.66,TRUE,,1.31,0,,Less disturbed - Wetland,,,Cloudy,1.1,SW,,0,30,65,5,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: NONE; Net notes: hole in cod end","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
