Project Name,Year,Day,Month,Field Number,Bin Number,Species,Total Length (mm),Total Weight (g)
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-003A,1,Lepomis macrochirus,30,0.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-003A,1,Lepomis macrochirus,34,0.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Amia ocellicauda,542,1380
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Lepomis gibbosus,47,1.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Lepomis gibbosus,145,80.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Pomoxis nigromaculatus,197,125.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Pomoxis nigromaculatus,203,147
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Pomoxis nigromaculatus,197,130.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Lepomis macrochirus,95,15.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Lepomis macrochirus,40,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Lepomis macrochirus,32,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Micropterus nigricans,67,3.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,51,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,49,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,42,0.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,45,0.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,47,0.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,48,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,56,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,60,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,45,0.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,48,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,59,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,58,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,59,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,59,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,59,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,49,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,51,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,56,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,62,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,47,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,56,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,47,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,47,0.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,56,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,48,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,48,0.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,60,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,49,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,47,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,51,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,56,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,57,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,47,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,51,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,58,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,58,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,45,0.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,55,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,56,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,63,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,54,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,56,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,60,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,45,0.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,53,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,58,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,56,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,58,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,47,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,52,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,50,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,47,0.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-004A,1,Notemigonus crysoleucas,48,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Amia ocellicauda,461,890
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Notemigonus crysoleucas,56,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Notemigonus crysoleucas,48,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Notemigonus crysoleucas,49,0.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Notemigonus crysoleucas,55,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Notemigonus crysoleucas,53,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,150,70.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,122,36.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,48,1.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,122,35.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,42,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,70,5.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,124,42.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,48,1.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,45,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,42,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,121,33.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,43,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,43,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis gibbosus,41,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,70,4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,60,4.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,65,3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,70,4.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,72,4.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,63,3.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,75,5.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,69,4.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,62,3.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,80,5.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,68,3.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,74,4.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,64,3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,68,3.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,68,3.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,64,3.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,67,3.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,67,3.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Micropterus nigricans,64,3.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Pomoxis nigromaculatus,51,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Pomoxis nigromaculatus,69,4.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis macrochirus,102,20
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis macrochirus,119,35.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis macrochirus,37,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-190824-005A,1,Lepomis macrochirus,30,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-001A,1,Pomoxis nigromaculatus,69,4.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-002A,1,Lepomis gibbosus,124,38.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-002A,1,Lepomis gibbosus,118,31.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-002A,1,Lepomis macrochirus,39,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-002A,1,Umbra limi,61,2.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-002A,1,Umbra limi,45,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-003A,1,Erimyzon sucetta,134,31.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-003A,1,Micropterus nigricans,66,3.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-003A,1,Micropterus nigricans,81,7.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-003A,1,Lepomis gibbosus,76,8.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-003A,1,Pomoxis nigromaculatus,242,248.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-004A,1,Lepomis gibbosus,70,6.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-004A,1,Lepomis gibbosus,47,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-004A,1,Umbra limi,52,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-004A,1,Lepomis macrochirus,76,7.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-005A,1,Ameiurus natalis,319,470
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-005A,1,Lepomis macrochirus,217,230.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-005A,1,Lepomis macrochirus,127,37.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-005A,1,Micropterus nigricans,199,107.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-005A,1,Lepomis gibbosus,157,73
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-200824-005A,1,Lepomis gibbosus,121,31.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Amia ocellicauda,440,710
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Amia ocellicauda,435,610
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Amia ocellicauda,461,850
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Erimyzon sucetta,57,2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Erimyzon sucetta,66,2.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis macrochirus,200,165.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis macrochirus,89,12.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis macrochirus,165,85.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis macrochirus,108,24.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis macrochirus,99,11.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis gibbosus,187,134.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis gibbosus,68,5.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis gibbosus,40,0.85
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis gibbosus,159,82.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-001A,1,Lepomis gibbosus,118,27.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Amia ocellicauda,403,630
