Time_sec,BV_Volts,Temperature_C,DO_mgL,Q,SN,InWater,DateTime,Field.Number,Date,Time,www.epochconverter.com,0.006944444
1693362300,3.42,20.808,0.5,0.945,7450-770855,TRUE,8/29/2023 22:25,2023-LCS-NWA-290823-001A,8/29/2023,22:25,,
1693362300,3.42,22.233,5.494,0.911,7450-049711,TRUE,8/29/2023 22:25,2023-LCS-NWA-290823-003A,8/29/2023,22:25,,
1693362480,3.45,22.547,1.917,0.984,7450-778298,TRUE,8/29/2023 22:28,2023-LCS-NWA-290823-002A,8/29/2023,22:28,,
1693362540,3.42,21.526,3.015,0.972,7450-064567,TRUE,8/29/2023 22:29,2023-LCS-NWA-290823-006A,8/29/2023,22:29,,
1693362900,3.42,20.874,0.962,0.952,7450-770855,TRUE,8/29/2023 22:35,2023-LCS-NWA-290823-001A,8/29/2023,22:35,,
1693362900,3.42,22.191,5.516,0.911,7450-049711,TRUE,8/29/2023 22:35,2023-LCS-NWA-290823-003A,8/29/2023,22:35,,
1693363080,3.45,22.489,1.731,0.983,7450-778298,TRUE,8/29/2023 22:38,2023-LCS-NWA-290823-002A,8/29/2023,22:38,,
1693363140,3.42,21.501,3.943,0.972,7450-064567,TRUE,8/29/2023 22:39,2023-LCS-NWA-290823-006A,8/29/2023,22:39,,
1693363500,3.42,20.891,0.79,0.95,7450-770855,TRUE,8/29/2023 22:45,2023-LCS-NWA-290823-001A,8/29/2023,22:45,,
1693363500,3.42,22.124,5.567,0.911,7450-049711,TRUE,8/29/2023 22:45,2023-LCS-NWA-290823-003A,8/29/2023,22:45,,
1693363680,3.45,22.455,1.571,0.983,7450-778298,TRUE,8/29/2023 22:48,2023-LCS-NWA-290823-002A,8/29/2023,22:48,,
1693363740,3.42,21.451,3.803,0.972,7450-064567,TRUE,8/29/2023 22:49,2023-LCS-NWA-290823-006A,8/29/2023,22:49,,
1693364100,3.42,20.866,0.776,0.95,7450-770855,TRUE,8/29/2023 22:55,2023-LCS-NWA-290823-001A,8/29/2023,22:55,,
1693364100,3.42,22.074,5.473,0.911,7450-049711,TRUE,8/29/2023 22:55,2023-LCS-NWA-290823-003A,8/29/2023,22:55,,
1693364280,3.45,22.355,1.463,0.982,7450-778298,TRUE,8/29/2023 22:58,2023-LCS-NWA-290823-002A,8/29/2023,22:58,,
1693364340,3.42,21.401,3.831,0.972,7450-064567,TRUE,8/29/2023 22:59,2023-LCS-NWA-290823-006A,8/29/2023,22:59,,
1693364700,3.42,20.874,0.842,0.951,7450-770855,TRUE,8/29/2023 23:05,2023-LCS-NWA-290823-001A,8/29/2023,23:05,,
1693364700,3.42,22.007,5.335,0.911,7450-049711,TRUE,8/29/2023 23:05,2023-LCS-NWA-290823-003A,8/29/2023,23:05,,
1693364880,3.45,22.279,1.377,0.982,7450-778298,TRUE,8/29/2023 23:08,2023-LCS-NWA-290823-002A,8/29/2023,23:08,,
1693364940,3.42,21.376,3.257,0.972,7450-064567,TRUE,8/29/2023 23:09,2023-LCS-NWA-290823-006A,8/29/2023,23:09,,
1693365300,3.42,20.849,0.846,0.951,7450-770855,TRUE,8/29/2023 23:15,2023-LCS-NWA-290823-001A,8/29/2023,23:15,,
1693365300,3.42,21.974,5.395,0.912,7450-049711,TRUE,8/29/2023 23:15,2023-LCS-NWA-290823-003A,8/29/2023,23:15,,
1693365480,3.45,22.221,1.063,0.98,7450-778298,TRUE,8/29/2023 23:18,2023-LCS-NWA-290823-002A,8/29/2023,23:18,,
1693365540,3.42,21.326,2.729,0.972,7450-064567,TRUE,8/29/2023 23:19,2023-LCS-NWA-290823-006A,8/29/2023,23:19,,
1693365900,3.42,20.824,0.815,0.95,7450-770855,TRUE,8/29/2023 23:25,2023-LCS-NWA-290823-001A,8/29/2023,23:25,,
1693365900,3.42,21.898,5.32,0.911,7450-049711,TRUE,8/29/2023 23:25,2023-LCS-NWA-290823-003A,8/29/2023,23:25,,
1693366080,3.44,22.154,0.946,0.978,7450-778298,TRUE,8/29/2023 23:28,2023-LCS-NWA-290823-002A,8/29/2023,23:28,,
1693366140,3.42,21.284,3.002,0.971,7450-064567,TRUE,8/29/2023 23:29,2023-LCS-NWA-290823-006A,8/29/2023,23:29,,
1693366500,3.42,20.757,0.74,0.949,7450-770855,TRUE,8/29/2023 23:35,2023-LCS-NWA-290823-001A,8/29/2023,23:35,,
1693366500,3.42,21.865,5.263,0.912,7450-049711,TRUE,8/29/2023 23:35,2023-LCS-NWA-290823-003A,8/29/2023,23:35,,
1693366680,3.44,22.079,0.833,0.977,7450-778298,TRUE,8/29/2023 23:38,2023-LCS-NWA-290823-002A,8/29/2023,23:38,,
1693366740,3.42,21.225,2.809,0.972,7450-064567,TRUE,8/29/2023 23:39,2023-LCS-NWA-290823-006A,8/29/2023,23:39,,
1693367100,3.42,20.741,0.871,0.951,7450-770855,TRUE,8/29/2023 23:45,2023-LCS-NWA-290823-001A,8/29/2023,23:45,,
1693367100,3.42,21.798,5.197,0.911,7450-049711,TRUE,8/29/2023 23:45,2023-LCS-NWA-290823-003A,8/29/2023,23:45,,
1693367280,3.44,21.928,0.614,0.974,7450-778298,TRUE,8/29/2023 23:48,2023-LCS-NWA-290823-002A,8/29/2023,23:48,,
1693367340,3.42,21.167,3.172,0.972,7450-064567,TRUE,8/29/2023 23:49,2023-LCS-NWA-290823-006A,8/29/2023,23:49,,
1693367700,3.42,20.665,0.834,0.951,7450-770855,TRUE,8/29/2023 23:55,2023-LCS-NWA-290823-001A,8/29/2023,23:55,,
1693367700,3.42,21.773,5.121,0.911,7450-049711,TRUE,8/29/2023 23:55,2023-LCS-NWA-290823-003A,8/29/2023,23:55,,
1693367880,3.44,21.878,0.473,0.972,7450-778298,TRUE,8/29/2023 23:58,2023-LCS-NWA-290823-002A,8/29/2023,23:58,,
1693367940,3.42,21.125,3.346,0.971,7450-064567,TRUE,8/29/2023 23:59,2023-LCS-NWA-290823-006A,8/29/2023,23:59,,
1693368300,3.42,20.64,0.827,0.95,7450-770855,TRUE,8/30/2023 0:05,2023-LCS-NWA-290823-001A,8/30/2023,0:05,,
1693368300,3.42,21.731,5.124,0.911,7450-049711,TRUE,8/30/2023 0:05,2023-LCS-NWA-290823-003A,8/30/2023,0:05,,
1693368480,3.44,21.836,0.396,0.971,7450-778298,TRUE,8/30/2023 0:08,2023-LCS-NWA-290823-002A,8/30/2023,0:08,,
1693368540,3.42,21.1,3.241,0.971,7450-064567,TRUE,8/30/2023 0:09,2023-LCS-NWA-290823-006A,8/30/2023,0:09,,
1693368900,3.42,20.599,0.769,0.95,7450-770855,TRUE,8/30/2023 0:15,2023-LCS-NWA-290823-001A,8/30/2023,0:15,,
1693368900,3.42,21.714,4.988,0.911,7450-049711,TRUE,8/30/2023 0:15,2023-LCS-NWA-290823-003A,8/30/2023,0:15,,
1693369080,3.44,21.794,0.291,0.969,7450-778298,TRUE,8/30/2023 0:18,2023-LCS-NWA-290823-002A,8/30/2023,0:18,,
1693369140,3.42,21.042,3.47,0.971,7450-064567,TRUE,8/30/2023 0:19,2023-LCS-NWA-290823-006A,8/30/2023,0:19,,
1693369500,3.42,20.557,0.672,0.948,7450-770855,TRUE,8/30/2023 0:25,2023-LCS-NWA-290823-001A,8/30/2023,0:25,,
1693369500,3.42,21.647,4.913,0.911,7450-049711,TRUE,8/30/2023 0:25,2023-LCS-NWA-290823-003A,8/30/2023,0:25,,
1693369680,3.45,21.752,0.203,0.967,7450-778298,TRUE,8/30/2023 0:28,2023-LCS-NWA-290823-002A,8/30/2023,0:28,,
1693369740,3.42,20.958,3.684,0.972,7450-064567,TRUE,8/30/2023 0:29,2023-LCS-NWA-290823-006A,8/30/2023,0:29,,
1693370100,3.42,20.49,0.708,0.949,7450-770855,TRUE,8/30/2023 0:35,2023-LCS-NWA-290823-001A,8/30/2023,0:35,,
1693370100,3.42,21.581,4.776,0.911,7450-049711,TRUE,8/30/2023 0:35,2023-LCS-NWA-290823-003A,8/30/2023,0:35,,
1693370280,3.45,21.669,0.142,0.965,7450-778298,TRUE,8/30/2023 0:38,2023-LCS-NWA-290823-002A,8/30/2023,0:38,,
1693370340,3.42,20.883,3.614,0.972,7450-064567,TRUE,8/30/2023 0:39,2023-LCS-NWA-290823-006A,8/30/2023,0:39,,
1693370700,3.42,20.44,0.67,0.948,7450-770855,TRUE,8/30/2023 0:45,2023-LCS-NWA-290823-001A,8/30/2023,0:45,,
1693370700,3.42,21.547,4.62,0.911,7450-049711,TRUE,8/30/2023 0:45,2023-LCS-NWA-290823-003A,8/30/2023,0:45,,
1693370880,3.45,21.619,0.108,0.965,7450-778298,TRUE,8/30/2023 0:48,2023-LCS-NWA-290823-002A,8/30/2023,0:48,,
1693370940,3.42,20.849,3.529,0.971,7450-064567,TRUE,8/30/2023 0:49,2023-LCS-NWA-290823-006A,8/30/2023,0:49,,
1693371300,3.42,20.381,0.602,0.947,7450-770855,TRUE,8/30/2023 0:55,2023-LCS-NWA-290823-001A,8/30/2023,0:55,,
1693371300,3.42,21.48,4.538,0.911,7450-049711,TRUE,8/30/2023 0:55,2023-LCS-NWA-290823-003A,8/30/2023,0:55,,
1693371480,3.45,21.518,0.076,0.964,7450-778298,TRUE,8/30/2023 0:58,2023-LCS-NWA-290823-002A,8/30/2023,0:58,,
1693371540,3.42,20.732,3.485,0.971,7450-064567,TRUE,8/30/2023 0:59,2023-LCS-NWA-290823-006A,8/30/2023,0:59,,
1693371900,3.42,20.331,0.54,0.945,7450-770855,TRUE,8/30/2023 1:05,2023-LCS-NWA-290823-001A,8/30/2023,1:05,,
1693371900,3.42,21.422,4.321,0.911,7450-049711,TRUE,8/30/2023 1:05,2023-LCS-NWA-290823-003A,8/30/2023,1:05,,
1693372080,3.45,21.476,0.068,0.964,7450-778298,TRUE,8/30/2023 1:08,2023-LCS-NWA-290823-002A,8/30/2023,1:08,,
1693372140,3.42,20.707,3.436,0.971,7450-064567,TRUE,8/30/2023 1:09,2023-LCS-NWA-290823-006A,8/30/2023,1:09,,
1693372500,3.43,20.256,0.504,0.945,7450-770855,TRUE,8/30/2023 1:15,2023-LCS-NWA-290823-001A,8/30/2023,1:15,,
1693372500,3.42,21.338,4.287,0.912,7450-049711,TRUE,8/30/2023 1:15,2023-LCS-NWA-290823-003A,8/30/2023,1:15,,
1693372680,3.45,21.418,0.036,0.963,7450-778298,TRUE,8/30/2023 1:18,2023-LCS-NWA-290823-002A,8/30/2023,1:18,,
1693372740,3.42,20.623,3.467,0.971,7450-064567,TRUE,8/30/2023 1:19,2023-LCS-NWA-290823-006A,8/30/2023,1:19,,
1693373100,3.43,20.18,0.486,0.944,7450-770855,TRUE,8/30/2023 1:25,2023-LCS-NWA-290823-001A,8/30/2023,1:25,,
1693373100,3.42,21.271,4.091,0.912,7450-049711,TRUE,8/30/2023 1:25,2023-LCS-NWA-290823-003A,8/30/2023,1:25,,
1693373280,3.45,21.309,0.05,0.963,7450-778298,TRUE,8/30/2023 1:28,2023-LCS-NWA-290823-002A,8/30/2023,1:28,,
1693373340,3.42,20.573,3.442,0.971,7450-064567,TRUE,8/30/2023 1:29,2023-LCS-NWA-290823-006A,8/30/2023,1:29,,
1693373700,3.43,20.155,0.422,0.943,7450-770855,TRUE,8/30/2023 1:35,2023-LCS-NWA-290823-001A,8/30/2023,1:35,,
1693373700,3.42,21.221,3.945,0.912,7450-049711,TRUE,8/30/2023 1:35,2023-LCS-NWA-290823-003A,8/30/2023,1:35,,
1693373880,3.45,21.267,0.064,0.963,7450-778298,TRUE,8/30/2023 1:38,2023-LCS-NWA-290823-002A,8/30/2023,1:38,,
1693373940,3.42,20.506,3.246,0.971,7450-064567,TRUE,8/30/2023 1:39,2023-LCS-NWA-290823-006A,8/30/2023,1:39,,
1693374300,3.43,20.097,0.44,0.943,7450-770855,TRUE,8/30/2023 1:45,2023-LCS-NWA-290823-001A,8/30/2023,1:45,,
1693374300,3.42,21.163,3.843,0.911,7450-049711,TRUE,8/30/2023 1:45,2023-LCS-NWA-290823-003A,8/30/2023,1:45,,
1693374480,3.45,21.175,0.062,0.963,7450-778298,TRUE,8/30/2023 1:48,2023-LCS-NWA-290823-002A,8/30/2023,1:48,,
1693374540,3.42,20.431,3.375,0.971,7450-064567,TRUE,8/30/2023 1:49,2023-LCS-NWA-290823-006A,8/30/2023,1:49,,
1693374900,3.42,20.046,0.381,0.942,7450-770855,TRUE,8/30/2023 1:55,2023-LCS-NWA-290823-001A,8/30/2023,1:55,,
1693374900,3.42,21.112,3.76,0.912,7450-049711,TRUE,8/30/2023 1:55,2023-LCS-NWA-290823-003A,8/30/2023,1:55,,
1693375080,3.45,21.1,0.077,0.964,7450-778298,TRUE,8/30/2023 1:58,2023-LCS-NWA-290823-002A,8/30/2023,1:58,,
1693375140,3.42,20.372,3.355,0.971,7450-064567,TRUE,8/30/2023 1:59,2023-LCS-NWA-290823-006A,8/30/2023,1:59,,
1693375500,3.42,19.988,0.374,0.942,7450-770855,TRUE,8/30/2023 2:05,2023-LCS-NWA-290823-001A,8/30/2023,2:05,,
1693375500,3.42,21.046,3.639,0.912,7450-049711,TRUE,8/30/2023 2:05,2023-LCS-NWA-290823-003A,8/30/2023,2:05,,
1693375680,3.44,21.05,0.052,0.963,7450-778298,TRUE,8/30/2023 2:08,2023-LCS-NWA-290823-002A,8/30/2023,2:08,,
1693375740,3.42,20.339,3.162,0.971,7450-064567,TRUE,8/30/2023 2:09,2023-LCS-NWA-290823-006A,8/30/2023,2:09,,
1693376100,3.42,19.904,0.383,0.942,7450-770855,TRUE,8/30/2023 2:15,2023-LCS-NWA-290823-001A,8/30/2023,2:15,,
1693376100,3.42,20.962,3.574,0.912,7450-049711,TRUE,8/30/2023 2:15,2023-LCS-NWA-290823-003A,8/30/2023,2:15,,
1693376280,3.44,21.008,0.058,0.963,7450-778298,TRUE,8/30/2023 2:18,2023-LCS-NWA-290823-002A,8/30/2023,2:18,,
1693376340,3.42,20.305,3.032,0.971,7450-064567,TRUE,8/30/2023 2:19,2023-LCS-NWA-290823-006A,8/30/2023,2:19,,
1693376700,3.42,19.862,0.406,0.943,7450-770855,TRUE,8/30/2023 2:25,2023-LCS-NWA-290823-001A,8/30/2023,2:25,,
1693376700,3.42,20.92,3.484,0.912,7450-049711,TRUE,8/30/2023 2:25,2023-LCS-NWA-290823-003A,8/30/2023,2:25,,
1693376880,3.44,20.974,0.062,0.963,7450-778298,TRUE,8/30/2023 2:28,2023-LCS-NWA-290823-002A,8/30/2023,2:28,,
1693376940,3.42,20.238,3.078,0.97,7450-064567,TRUE,8/30/2023 2:29,2023-LCS-NWA-290823-006A,8/30/2023,2:29,,
1693377300,3.42,19.812,0.434,0.943,7450-770855,TRUE,8/30/2023 2:35,2023-LCS-NWA-290823-001A,8/30/2023,2:35,,
1693377300,3.42,20.862,3.33,0.912,7450-049711,TRUE,8/30/2023 2:35,2023-LCS-NWA-290823-003A,8/30/2023,2:35,,
1693377480,3.44,20.924,0.066,0.964,7450-778298,TRUE,8/30/2023 2:38,2023-LCS-NWA-290823-002A,8/30/2023,2:38,,
1693377540,3.42,20.163,3.144,0.971,7450-064567,TRUE,8/30/2023 2:39,2023-LCS-NWA-290823-006A,8/30/2023,2:39,,
1693377900,3.42,19.745,0.378,0.942,7450-770855,TRUE,8/30/2023 2:45,2023-LCS-NWA-290823-001A,8/30/2023,2:45,,
1693377900,3.42,20.795,3.227,0.912,7450-049711,TRUE,8/30/2023 2:45,2023-LCS-NWA-290823-003A,8/30/2023,2:45,,
1693378080,3.44,20.874,0.061,0.963,7450-778298,TRUE,8/30/2023 2:48,2023-LCS-NWA-290823-002A,8/30/2023,2:48,,
1693378140,3.42,20.121,3.054,0.97,7450-064567,TRUE,8/30/2023 2:49,2023-LCS-NWA-290823-006A,8/30/2023,2:49,,
1693378500,3.42,19.72,0.439,0.943,7450-770855,TRUE,8/30/2023 2:55,2023-LCS-NWA-290823-001A,8/30/2023,2:55,,
1693378500,3.42,20.761,3.191,0.912,7450-049711,TRUE,8/30/2023 2:55,2023-LCS-NWA-290823-003A,8/30/2023,2:55,,
1693378680,3.44,20.824,0.112,0.964,7450-778298,TRUE,8/30/2023 2:58,2023-LCS-NWA-290823-002A,8/30/2023,2:58,,
1693378740,3.42,20.079,3.097,0.97,7450-064567,TRUE,8/30/2023 2:59,2023-LCS-NWA-290823-006A,8/30/2023,2:59,,
1693379100,3.42,19.686,0.428,0.943,7450-770855,TRUE,8/30/2023 3:05,2023-LCS-NWA-290823-001A,8/30/2023,3:05,,
1693379100,3.42,20.694,3.039,0.912,7450-049711,TRUE,8/30/2023 3:05,2023-LCS-NWA-290823-003A,8/30/2023,3:05,,
1693379280,3.44,20.757,0.138,0.965,7450-778298,TRUE,8/30/2023 3:08,2023-LCS-NWA-290823-002A,8/30/2023,3:08,,
1693379340,3.42,20.054,2.913,0.971,7450-064567,TRUE,8/30/2023 3:09,2023-LCS-NWA-290823-006A,8/30/2023,3:09,,
1693379700,3.42,19.619,0.425,0.943,7450-770855,TRUE,8/30/2023 3:15,2023-LCS-NWA-290823-001A,8/30/2023,3:15,,
1693379700,3.42,20.619,2.815,0.912,7450-049711,TRUE,8/30/2023 3:15,2023-LCS-NWA-290823-003A,8/30/2023,3:15,,
1693379880,3.44,20.74,0.109,0.964,7450-778298,TRUE,8/30/2023 3:18,2023-LCS-NWA-290823-002A,8/30/2023,3:18,,
1693379940,3.42,20.029,2.803,0.971,7450-064567,TRUE,8/30/2023 3:19,2023-LCS-NWA-290823-006A,8/30/2023,3:19,,
1693380300,3.42,19.577,0.437,0.943,7450-770855,TRUE,8/30/2023 3:25,2023-LCS-NWA-290823-001A,8/30/2023,3:25,,
1693380300,3.42,20.56,2.742,0.912,7450-049711,TRUE,8/30/2023 3:25,2023-LCS-NWA-290823-003A,8/30/2023,3:25,,
1693380480,3.45,20.69,0.106,0.964,7450-778298,TRUE,8/30/2023 3:28,2023-LCS-NWA-290823-002A,8/30/2023,3:28,,
1693380540,3.42,20.021,2.566,0.969,7450-064567,TRUE,8/30/2023 3:29,2023-LCS-NWA-290823-006A,8/30/2023,3:29,,
1693380900,3.42,19.527,0.398,0.942,7450-770855,TRUE,8/30/2023 3:35,2023-LCS-NWA-290823-001A,8/30/2023,3:35,,
1693380900,3.42,20.46,2.73,0.912,7450-049711,TRUE,8/30/2023 3:35,2023-LCS-NWA-290823-003A,8/30/2023,3:35,,
1693381080,3.45,20.648,0.132,0.965,7450-778298,TRUE,8/30/2023 3:38,2023-LCS-NWA-290823-002A,8/30/2023,3:38,,
1693381140,3.42,19.97,2.559,0.97,7450-064567,TRUE,8/30/2023 3:39,2023-LCS-NWA-290823-006A,8/30/2023,3:39,,
1693381500,3.42,19.51,0.376,0.942,7450-770855,TRUE,8/30/2023 3:45,2023-LCS-NWA-290823-001A,8/30/2023,3:45,,
1693381500,3.42,20.41,2.692,0.912,7450-049711,TRUE,8/30/2023 3:45,2023-LCS-NWA-290823-003A,8/30/2023,3:45,,
1693381680,3.45,20.581,0.146,0.965,7450-778298,TRUE,8/30/2023 3:48,2023-LCS-NWA-290823-002A,8/30/2023,3:48,,
1693381740,3.42,19.912,2.846,0.971,7450-064567,TRUE,8/30/2023 3:49,2023-LCS-NWA-290823-006A,8/30/2023,3:49,,
1693382100,3.42,19.477,0.397,0.942,7450-770855,TRUE,8/30/2023 3:55,2023-LCS-NWA-290823-001A,8/30/2023,3:55,,
1693382100,3.42,20.334,2.744,0.912,7450-049711,TRUE,8/30/2023 3:55,2023-LCS-NWA-290823-003A,8/30/2023,3:55,,
1693382280,3.45,20.556,0.165,0.965,7450-778298,TRUE,8/30/2023 3:58,2023-LCS-NWA-290823-002A,8/30/2023,3:58,,
1693382340,3.42,19.845,2.84,0.971,7450-064567,TRUE,8/30/2023 3:59,2023-LCS-NWA-290823-006A,8/30/2023,3:59,,
1693382700,3.42,19.401,0.403,0.942,7450-770855,TRUE,8/30/2023 4:05,2023-LCS-NWA-290823-001A,8/30/2023,4:05,,
1693382700,3.42,20.284,2.711,0.912,7450-049711,TRUE,8/30/2023 4:05,2023-LCS-NWA-290823-003A,8/30/2023,4:05,,
1693382880,3.45,20.522,0.162,0.966,7450-778298,TRUE,8/30/2023 4:08,2023-LCS-NWA-290823-002A,8/30/2023,4:08,,
1693382940,3.42,19.836,2.74,0.971,7450-064567,TRUE,8/30/2023 4:09,2023-LCS-NWA-290823-006A,8/30/2023,4:09,,
1693383300,3.42,19.351,0.403,0.942,7450-770855,TRUE,8/30/2023 4:15,2023-LCS-NWA-290823-001A,8/30/2023,4:15,,
1693383300,3.42,20.251,2.637,0.912,7450-049711,TRUE,8/30/2023 4:15,2023-LCS-NWA-290823-003A,8/30/2023,4:15,,
1693383480,3.45,20.472,0.19,0.966,7450-778298,TRUE,8/30/2023 4:18,2023-LCS-NWA-290823-002A,8/30/2023,4:18,,
1693383540,3.42,19.794,2.8,0.971,7450-064567,TRUE,8/30/2023 4:19,2023-LCS-NWA-290823-006A,8/30/2023,4:19,,
1693383900,3.42,19.318,0.381,0.942,7450-770855,TRUE,8/30/2023 4:25,2023-LCS-NWA-290823-001A,8/30/2023,4:25,,
1693383900,3.42,20.226,2.625,0.912,7450-049711,TRUE,8/30/2023 4:25,2023-LCS-NWA-290823-003A,8/30/2023,4:25,,
1693384080,3.45,20.43,0.314,0.969,7450-778298,TRUE,8/30/2023 4:28,2023-LCS-NWA-290823-002A,8/30/2023,4:28,,
1693384140,3.42,19.794,2.581,0.971,7450-064567,TRUE,8/30/2023 4:29,2023-LCS-NWA-290823-006A,8/30/2023,4:29,,
1693384500,3.42,19.301,0.379,0.942,7450-770855,TRUE,8/30/2023 4:35,2023-LCS-NWA-290823-001A,8/30/2023,4:35,,
1693384500,3.42,20.192,2.599,0.912,7450-049711,TRUE,8/30/2023 4:35,2023-LCS-NWA-290823-003A,8/30/2023,4:35,,
1693384680,3.45,20.38,0.25,0.967,7450-778298,TRUE,8/30/2023 4:38,2023-LCS-NWA-290823-002A,8/30/2023,4:38,,
1693384740,3.42,19.744,2.688,0.971,7450-064567,TRUE,8/30/2023 4:39,2023-LCS-NWA-290823-006A,8/30/2023,4:39,,
1693385100,3.43,19.234,0.36,0.941,7450-770855,TRUE,8/30/2023 4:45,2023-LCS-NWA-290823-001A,8/30/2023,4:45,,
1693385100,3.42,20.15,2.638,0.912,7450-049711,TRUE,8/30/2023 4:45,2023-LCS-NWA-290823-003A,8/30/2023,4:45,,
1693385280,3.45,20.347,0.283,0.968,7450-778298,TRUE,8/30/2023 4:48,2023-LCS-NWA-290823-002A,8/30/2023,4:48,,
1693385340,3.42,19.694,2.679,0.971,7450-064567,TRUE,8/30/2023 4:49,2023-LCS-NWA-290823-006A,8/30/2023,4:49,,
1693385700,3.42,19.175,0.363,0.942,7450-770855,TRUE,8/30/2023 4:55,2023-LCS-NWA-290823-001A,8/30/2023,4:55,,
1693385700,3.42,20.092,2.581,0.912,7450-049711,TRUE,8/30/2023 4:55,2023-LCS-NWA-290823-003A,8/30/2023,4:55,,
1693385880,3.45,20.288,0.31,0.969,7450-778298,TRUE,8/30/2023 4:58,2023-LCS-NWA-290823-002A,8/30/2023,4:58,,
1693385940,3.42,19.685,2.536,0.971,7450-064567,TRUE,8/30/2023 4:59,2023-LCS-NWA-290823-006A,8/30/2023,4:59,,
1693386300,3.43,19.15,0.413,0.943,7450-770855,TRUE,8/30/2023 5:05,2023-LCS-NWA-290823-001A,8/30/2023,5:05,,
1693386300,3.42,20.058,2.548,0.912,7450-049711,TRUE,8/30/2023 5:05,2023-LCS-NWA-290823-003A,8/30/2023,5:05,,
1693386480,3.45,20.263,0.369,0.969,7450-778298,TRUE,8/30/2023 5:08,2023-LCS-NWA-290823-002A,8/30/2023,5:08,,
1693386540,3.42,19.618,2.708,0.971,7450-064567,TRUE,8/30/2023 5:09,2023-LCS-NWA-290823-006A,8/30/2023,5:09,,
1693386900,3.43,19.1,0.436,0.943,7450-770855,TRUE,8/30/2023 5:15,2023-LCS-NWA-290823-001A,8/30/2023,5:15,,
1693386900,3.42,20.016,2.533,0.912,7450-049711,TRUE,8/30/2023 5:15,2023-LCS-NWA-290823-003A,8/30/2023,5:15,,
1693387080,3.45,20.229,0.263,0.967,7450-778298,TRUE,8/30/2023 5:18,2023-LCS-NWA-290823-002A,8/30/2023,5:18,,
1693387140,3.42,19.585,2.648,0.971,7450-064567,TRUE,8/30/2023 5:19,2023-LCS-NWA-290823-006A,8/30/2023,5:19,,
1693387500,3.43,19.058,0.399,0.942,7450-770855,TRUE,8/30/2023 5:25,2023-LCS-NWA-290823-001A,8/30/2023,5:25,,
1693387500,3.42,19.949,2.45,0.912,7450-049711,TRUE,8/30/2023 5:25,2023-LCS-NWA-290823-003A,8/30/2023,5:25,,
1693387680,3.45,20.204,0.231,0.967,7450-778298,TRUE,8/30/2023 5:28,2023-LCS-NWA-290823-002A,8/30/2023,5:28,,
1693387740,3.42,19.602,2.376,0.97,7450-064567,TRUE,8/30/2023 5:29,2023-LCS-NWA-290823-006A,8/30/2023,5:29,,
1693388100,3.43,19.032,0.416,0.942,7450-770855,TRUE,8/30/2023 5:35,2023-LCS-NWA-290823-001A,8/30/2023,5:35,,
1693388100,3.42,19.899,2.351,0.912,7450-049711,TRUE,8/30/2023 5:35,2023-LCS-NWA-290823-003A,8/30/2023,5:35,,
1693388280,3.45,20.162,0.208,0.966,7450-778298,TRUE,8/30/2023 5:38,2023-LCS-NWA-290823-002A,8/30/2023,5:38,,
1693388340,3.42,19.585,2.302,0.97,7450-064567,TRUE,8/30/2023 5:39,2023-LCS-NWA-290823-006A,8/30/2023,5:39,,
1693388700,3.42,18.932,0.322,0.941,7450-770855,TRUE,8/30/2023 5:45,2023-LCS-NWA-290823-001A,8/30/2023,5:45,,
1693388700,3.42,19.815,2.396,0.912,7450-049711,TRUE,8/30/2023 5:45,2023-LCS-NWA-290823-003A,8/30/2023,5:45,,
1693388880,3.45,20.146,0.211,0.966,7450-778298,TRUE,8/30/2023 5:48,2023-LCS-NWA-290823-002A,8/30/2023,5:48,,
1693388940,3.42,19.577,2.239,0.97,7450-064567,TRUE,8/30/2023 5:49,2023-LCS-NWA-290823-006A,8/30/2023,5:49,,
1693389300,3.42,18.873,0.326,0.94,7450-770855,TRUE,8/30/2023 5:55,2023-LCS-NWA-290823-001A,8/30/2023,5:55,,
1693389300,3.42,19.74,2.324,0.912,7450-049711,TRUE,8/30/2023 5:55,2023-LCS-NWA-290823-003A,8/30/2023,5:55,,
1693389480,3.45,20.079,0.152,0.965,7450-778298,TRUE,8/30/2023 5:58,2023-LCS-NWA-290823-002A,8/30/2023,5:58,,
1693389540,3.42,19.543,2.185,0.97,7450-064567,TRUE,8/30/2023 5:59,2023-LCS-NWA-290823-006A,8/30/2023,5:59,,
1693389900,3.42,18.865,0.361,0.941,7450-770855,TRUE,8/30/2023 6:05,2023-LCS-NWA-290823-001A,8/30/2023,6:05,,
1693389900,3.42,19.673,2.354,0.911,7450-049711,TRUE,8/30/2023 6:05,2023-LCS-NWA-290823-003A,8/30/2023,6:05,,
1693390080,3.45,20.037,0.091,0.964,7450-778298,TRUE,8/30/2023 6:08,2023-LCS-NWA-290823-002A,8/30/2023,6:08,,
1693390140,3.42,19.526,2.131,0.97,7450-064567,TRUE,8/30/2023 6:09,2023-LCS-NWA-290823-006A,8/30/2023,6:09,,
1693390500,3.42,18.831,0.343,0.941,7450-770855,TRUE,8/30/2023 6:15,2023-LCS-NWA-290823-001A,8/30/2023,6:15,,
1693390500,3.42,19.581,2.355,0.911,7450-049711,TRUE,8/30/2023 6:15,2023-LCS-NWA-290823-003A,8/30/2023,6:15,,
