,Field.Number,Project.Name,Project,Bin.Number,Number.Captured,Species,Minimum..mm.,Maximum..mm.,Year,Historical.Project.Code,Date,Day,Month,Date.fished,Waterbody.Name,Start.Time,Stop.Time,Start.Latitude,Start.Longitude,Gear,Effort,Quantification.of.Effort,Air.Temperature,Water.Temperature,Conductivity,Dissolved.Oxygen,pH,Secchi.Tube...measured,Secchi.Tube..m.,Turbidity..ntu.,Stream.Width..m.,Distance.From.Shore..m.,Sample.Area.Width..m.,Sample.Area.Length..m.,Dominant.Vegetation,Floodplain.Use,Bank.Slope....,Channel.Cover....,Weather.Conditions,Wind.Speed..km.h.,Wind.Direction,Weather.Notes,Organic,Clay,Silt,Sand,Gravel,Cobble,Boulder,Bedrock,Hardpan,Rubble,Concrete,ND,Dominant_substrate,Emergent,Floating,Submerged,Open.Water,Not_recorded_aqua_veg,Dominant_aqua_veg,Deciduous,Coniferous,Herbaceous,shrubs,None,tbl1.4_riparian_veg.Unknown,Not.recorded,Dominant_riparian_veg,Aquatic.Animal.Notes,Description.of.Gear,Narrative.Locality.Description,Notes_SpeciesID,Final.Notes,Mean_depth_m
633,2024-LCS-NWA-270824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,3,Micropterus nigricans,67,193,2024,W-18,27-Aug-24,27,8,28-Aug-24,St. Clair NWA - West Cell SCU,1:16:00 PM,9:02:00 AM,42.363987,-82.406432,MFN,19.8,hours,28.5,24.642,419.8,6.94,7.9,TRUE,NA,0.82,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Mixed sun and cloud,2.5,SSW,storms overnight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,20,50,25,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: storms overnight","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.476666667
634,2024-LCS-NWA-270824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,8,Lepomis macrochirus,42,101,2024,W-18,27-Aug-24,27,8,28-Aug-24,St. Clair NWA - West Cell SCU,1:16:00 PM,9:02:00 AM,42.363987,-82.406432,MFN,19.8,hours,28.5,24.642,419.8,6.94,7.9,TRUE,NA,0.82,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Mixed sun and cloud,2.5,SSW,storms overnight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,20,50,25,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: storms overnight","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.476666667
635,2024-LCS-NWA-270824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Erimyzon sucetta,65,65,2024,W-19,27-Aug-24,27,8,28-Aug-24,St. Clair NWA - West Cell SCU,1:34:00 PM,9:25:00 AM,42.36316,-82.408201,MFN,19.9,hours,30.6,24.028,430,2.75,7.19,TRUE,NA,3.32,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,6.5,SSW,storms overnight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,30,35,30,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: storms overnight, many holes in cod b/w 2 hoops","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.686666667
636,2024-LCS-NWA-270824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,4,Lepomis gibbosus,80,127,2024,W-19,27-Aug-24,27,8,28-Aug-24,St. Clair NWA - West Cell SCU,1:34:00 PM,9:25:00 AM,42.36316,-82.408201,MFN,19.9,hours,30.6,24.028,430,2.75,7.19,TRUE,NA,3.32,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,6.5,SSW,storms overnight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,30,35,30,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: storms overnight, many holes in cod b/w 2 hoops","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.686666667
637,2024-LCS-NWA-270824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Lepomis macrochirus,68,68,2024,W-19,27-Aug-24,27,8,28-Aug-24,St. Clair NWA - West Cell SCU,1:34:00 PM,9:25:00 AM,42.36316,-82.408201,MFN,19.9,hours,30.6,24.028,430,2.75,7.19,TRUE,NA,3.32,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,6.5,SSW,storms overnight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,30,35,30,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: storms overnight, many holes in cod b/w 2 hoops","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.686666667
638,2024-LCS-NWA-270824-005A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,0,No fish captured,NA,NA,2024,W-20,27-Aug-24,27,8,28-Aug-24,St. Clair NWA - West Cell SCU,1:55:00 PM,9:44:00 AM,42.362658,-82.409085,MFN,19.8,hours,31.4,23.567,396.6,0.69,7.33,TRUE,NA,2.89,NA,0,NA,3.81,,Less disturbed - Wetland,NA,NA,Sunny,2.8,SSW,storms overnight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,20,50,25,5,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: NONE; Net notes: storms overnight, half lead","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.606666667
639,2024-LCS-NWA-280824-001A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Micropterus nigricans,75,75,2024,W-21,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:06:00 PM,8:10:00 AM,42.364431,-82.410675,MFN,20.1,hours,25.5,22.764,373.7,1.11,7.09,TRUE,NA,9.54,NA,0,NA,3.81,,Less disturbed - Wetland,NA,NA,Cloudy,4,W,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,10,40,30,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: half, lead","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.403333333
640,2024-LCS-NWA-280824-001A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Lepomis macrochirus,43,43,2024,W-21,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:06:00 PM,8:10:00 AM,42.364431,-82.410675,MFN,20.1,hours,25.5,22.764,373.7,1.11,7.09,TRUE,NA,9.54,NA,0,NA,3.81,,Less disturbed - Wetland,NA,NA,Cloudy,4,W,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,10,40,30,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: half, lead","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.403333333
641,2024-LCS-NWA-280824-001A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,5,Lepomis gibbosus,40,170,2024,W-21,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:06:00 PM,8:10:00 AM,42.364431,-82.410675,MFN,20.1,hours,25.5,22.764,373.7,1.11,7.09,TRUE,NA,9.54,NA,0,NA,3.81,,Less disturbed - Wetland,NA,NA,Cloudy,4,W,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,10,40,30,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: half, lead","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.403333333
642,2024-LCS-NWA-280824-002A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Amia ocellicauda,460,460,2024,W-22,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:21:00 PM,8:25:00 AM,42.365586,-82.412616,MFN,20.1,hours,26.2,23.326,405.2,1.75,7.2,TRUE,NA,3.77,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,3.1,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,35,10,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.783333333
643,2024-LCS-NWA-280824-002A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Micropterus nigricans,74,74,2024,W-22,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:21:00 PM,8:25:00 AM,42.365586,-82.412616,MFN,20.1,hours,26.2,23.326,405.2,1.75,7.2,TRUE,NA,3.77,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,3.1,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,35,10,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.783333333
644,2024-LCS-NWA-280824-002A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Lepomis gibbosus,41,41,2024,W-22,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:21:00 PM,8:25:00 AM,42.365586,-82.412616,MFN,20.1,hours,26.2,23.326,405.2,1.75,7.2,TRUE,NA,3.77,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,3.1,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,35,10,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.783333333
645,2024-LCS-NWA-280824-002A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Lepomis macrochirus,87,87,2024,W-22,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:21:00 PM,8:25:00 AM,42.365586,-82.412616,MFN,20.1,hours,26.2,23.326,405.2,1.75,7.2,TRUE,NA,3.77,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,3.1,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,35,10,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.783333333
646,2024-LCS-NWA-280824-002A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Pomoxis nigromaculatus,68,68,2024,W-22,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:21:00 PM,8:25:00 AM,42.365586,-82.412616,MFN,20.1,hours,26.2,23.326,405.2,1.75,7.2,TRUE,NA,3.77,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,3.1,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,35,10,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.783333333
647,2024-LCS-NWA-280824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,3,Erimyzon sucetta,NA,115,2024,W-23,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:36:00 PM,8:45:00 AM,42.367552,-82.412689,MFN,20.2,hours,27.2,23.857,426.1,1.95,7.35,TRUE,NA,6.35,NA,1,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,4.6,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,30,30,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.95
648,2024-LCS-NWA-280824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Amia ocellicauda,522,522,2024,W-23,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:36:00 PM,8:45:00 AM,42.367552,-82.412689,MFN,20.2,hours,27.2,23.857,426.1,1.95,7.35,TRUE,NA,6.35,NA,1,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,4.6,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,30,30,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.95
649,2024-LCS-NWA-280824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Lepomis gibbosus,NA,NA,2024,W-23,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:36:00 PM,8:45:00 AM,42.367552,-82.412689,MFN,20.2,hours,27.2,23.857,426.1,1.95,7.35,TRUE,NA,6.35,NA,1,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,4.6,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,30,30,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.95
650,2024-LCS-NWA-280824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Pomoxis nigromaculatus,223,223,2024,W-23,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:36:00 PM,8:45:00 AM,42.367552,-82.412689,MFN,20.2,hours,27.2,23.857,426.1,1.95,7.35,TRUE,NA,6.35,NA,1,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,4.6,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,30,30,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.95
651,2024-LCS-NWA-280824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,6,Lepomis macrochirus,47,187,2024,W-23,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:36:00 PM,8:45:00 AM,42.367552,-82.412689,MFN,20.2,hours,27.2,23.857,426.1,1.95,7.35,TRUE,NA,6.35,NA,1,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,4.6,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,30,30,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.95
652,2024-LCS-NWA-280824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,2,Amia ocellicauda,437,464,2024,W-24,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:51:00 PM,9:07:00 AM,42.368038,-82.41464,MFN,20.3,hours,26.4,24.343,357.5,2.86,7.48,TRUE,NA,6.48,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,20,40,NA,Floating,0,0,80,20,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.726666667
653,2024-LCS-NWA-280824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Ameiurus melas,329,329,2024,W-24,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:51:00 PM,9:07:00 AM,42.368038,-82.41464,MFN,20.3,hours,26.4,24.343,357.5,2.86,7.48,TRUE,NA,6.48,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,20,40,NA,Floating,0,0,80,20,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.726666667
654,2024-LCS-NWA-280824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Ameiurus natalis,329,329,2024,W-24,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:51:00 PM,9:07:00 AM,42.368038,-82.41464,MFN,20.3,hours,26.4,24.343,357.5,2.86,7.48,TRUE,NA,6.48,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,20,40,NA,Floating,0,0,80,20,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.726666667
655,2024-LCS-NWA-280824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,4,Notemigonus crysoleucas,56,107,2024,W-24,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:51:00 PM,9:07:00 AM,42.368038,-82.41464,MFN,20.3,hours,26.4,24.343,357.5,2.86,7.48,TRUE,NA,6.48,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,20,40,NA,Floating,0,0,80,20,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.726666667
656,2024-LCS-NWA-280824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,17,Lepomis gibbosus,41,116,2024,W-24,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:51:00 PM,9:07:00 AM,42.368038,-82.41464,MFN,20.3,hours,26.4,24.343,357.5,2.86,7.48,TRUE,NA,6.48,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,20,40,NA,Floating,0,0,80,20,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.726666667
657,2024-LCS-NWA-280824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,5,Lepomis macrochirus,40,96,2024,W-24,28-Aug-24,28,8,29-Aug-24,St. Clair NWA - West Cell SCU,12:51:00 PM,9:07:00 AM,42.368038,-82.41464,MFN,20.3,hours,26.4,24.343,357.5,2.86,7.48,TRUE,NA,6.48,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,SW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,40,20,40,NA,Floating,0,0,80,20,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.726666667
