Field.Number,Year,Species,Common.Name,Weight_g,Volume_mL,Cell,Rake_depth_m,SAV_category,Algae_category
2024-LCS-NWA-220824-001A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.69,1,0
2024-LCS-NWA-220824-001A,2024,Myriophyllum sp.,Milfoil sp.,,,West cell,0.69,1,0
2024-LCS-NWA-220824-001A,2024,Lemna trisulca,Star duckweed,0.2,0,West cell,0.69,1,0
2024-LCS-NWA-220824-001A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.69,1,0
2024-LCS-NWA-220824-001A,2024,Nymphaea sp.,White water lily,195.6,235,West cell,0.69,1,0
2024-LCS-NWA-220824-002A,2024,Nelumbo lutea,American lotus,15.4,19,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Sagittaria sp.,Arrowhead sp.,6.9,8,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Sparganium sp.,Burreed sp.,,,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Elodea canadensis,Common waterweed,4.4,4,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Ceratophyllum demersum,Coontail,418.1,435,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Myriophyllum spicatum,Eurasian water milfoil,2.1,2,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0.3,0,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Pontederia cordata,Pickerelweed,,,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Stuckenia pectinatus,Sago pondweed,,,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Lemna trisulca,Star duckweed,0.4,0,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.92,3,0
2024-LCS-NWA-220824-002A,2024,Nymphaea sp.,White water lily,,,West cell,0.92,3,0
2024-LCS-NWA-220824-003A,2024,Nelumbo lutea,American lotus,,,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Sparganium sp.,Burreed sp.,,,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Utricularia vulgaris,Common bladderwort,18.9,20,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Elodea canadensis,Common waterweed,0.2,0,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Ceratophyllum demersum,Coontail,76.7,77,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Myriophyllum spicatum,Eurasian water milfoil,,,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Potamogeton robbinsii,Fern pondweed,,,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Potamogeton pusillus,Slender pondweed,3.3,4,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Lemna trisulca,Star duckweed,0,0,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Nitellopsis obtusa,Starry stonewort,153.7,160,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.84,3,0
2024-LCS-NWA-220824-003A,2024,Nymphaea sp.,White water lily,,,West cell,0.84,3,0
2024-LCS-NWA-220824-004A,2024,Sagittaria sp.,Arrowhead sp.,43.3,75,West cell,0.99,1,0
2024-LCS-NWA-220824-004A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.99,1,0
2024-LCS-NWA-220824-004A,2024,Ceratophyllum demersum,Coontail,1.1,1,West cell,0.99,1,0
2024-LCS-NWA-220824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,2.9,3,West cell,0.99,1,0
2024-LCS-NWA-220824-004A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.99,1,0
2024-LCS-NWA-220824-004A,2024,Lemna minor,Lesser duckweed,,,West cell,0.99,1,0
2024-LCS-NWA-220824-004A,2024,Nymphaea sp.,White water lily,353.4,430,West cell,0.99,1,0
2024-LCS-NWA-220824-005A,2024,Ceratophyllum demersum,Coontail,73,80,West cell,1.04,1,0
2024-LCS-NWA-220824-005A,2024,Lemna sp.,Duckweed sp.,0,0,West cell,1.04,1,0
2024-LCS-NWA-220824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,1.04,1,0
2024-LCS-NWA-220824-005A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,1.04,1,0
2024-LCS-NWA-220824-005A,2024,Utricularia gibba,Humped bladderwort,0,0,West cell,1.04,1,0
2024-LCS-NWA-220824-005A,2024,Lemna minor,Lesser duckweed,,,West cell,1.04,1,0
2024-LCS-NWA-220824-005A,2024,Lemna trisulca,Star duckweed,0,0,West cell,1.04,1,0
2024-LCS-NWA-220824-005A,2024,Unknown Submerged,Unknown Submerged,0.2,0,West cell,1.04,1,0
2024-LCS-NWA-220824-005A,2024,Wolffia sp.,Watermeal sp.,,,West cell,1.04,1,0
2024-LCS-NWA-220824-005A,2024,Nymphaea sp.,White water lily,,,West cell,1.04,1,0
2024-LCS-NWA-260824-001A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.57,2,0
2024-LCS-NWA-260824-001A,2024,Ceratophyllum demersum,Coontail,26.8,28,West cell,0.57,2,0
2024-LCS-NWA-260824-001A,2024,Lemna sp.,Duckweed sp.,0,0,West cell,0.57,2,0
2024-LCS-NWA-260824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.57,2,0
2024-LCS-NWA-260824-001A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.57,2,0
2024-LCS-NWA-260824-001A,2024,Lemna minor,Lesser duckweed,,,West cell,0.57,2,0
2024-LCS-NWA-260824-001A,2024,Lemna trisulca,Star duckweed,0.2,0,West cell,0.57,2,0
2024-LCS-NWA-260824-001A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,0.57,2,0
2024-LCS-NWA-260824-001A,2024,Nymphaea sp.,White water lily,124.3,150,West cell,0.57,2,0
2024-LCS-NWA-260824-002A,2024,Nelumbo lutea,American lotus,,,West cell,0.62,1,0
2024-LCS-NWA-260824-002A,2024,Sparganium sp.,Burreed sp.,,,West cell,0.62,1,0
2024-LCS-NWA-260824-002A,2024,Ceratophyllum demersum,Coontail,,,West cell,0.62,1,0
2024-LCS-NWA-260824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,2.5,4,West cell,0.62,1,0
2024-LCS-NWA-260824-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.62,1,0
2024-LCS-NWA-260824-002A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.62,1,0
2024-LCS-NWA-260824-002A,2024,Nymphaea sp.,White water lily,220.1,265,West cell,0.62,1,0
2024-LCS-NWA-260824-003A,2024,Sagittaria sp.,Arrowhead sp.,,,West cell,0.34,1,0
2024-LCS-NWA-260824-003A,2024,Utricularia vulgaris,Common bladderwort,8.7,7,West cell,0.34,1,0
2024-LCS-NWA-260824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,0,0,West cell,0.34,1,0
2024-LCS-NWA-260824-003A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.34,1,0
2024-LCS-NWA-260824-003A,2024,Lemna minor,Lesser duckweed,,,West cell,0.34,1,0
2024-LCS-NWA-260824-003A,2024,Lemna trisulca,Star duckweed,,,West cell,0.34,1,0
2024-LCS-NWA-260824-003A,2024,Nymphaea sp.,White water lily,,,West cell,0.34,1,0
2024-LCS-NWA-260824-004A,2024,Algae,Algae,0,0,West cell,0.8,1,1
2024-LCS-NWA-260824-004A,2024,Utricularia vulgaris,Common bladderwort,47.9,48,West cell,0.8,1,1
2024-LCS-NWA-260824-004A,2024,Ceratophyllum demersum,Coontail,9.2,10,West cell,0.8,1,1
2024-LCS-NWA-260824-004A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.8,1,1
2024-LCS-NWA-260824-004A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.8,1,1
2024-LCS-NWA-260824-004A,2024,Potamogeton sp.,Pondweed sp.,0,0,West cell,0.8,1,1
2024-LCS-NWA-260824-004A,2024,Lemna trisulca,Star duckweed,0.4,0,West cell,0.8,1,1
2024-LCS-NWA-260824-004A,2024,Nitella sp.,Stonewort sp.,0,0,West cell,0.8,1,1
2024-LCS-NWA-260824-004A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.8,1,1
2024-LCS-NWA-260824-004A,2024,Nymphaea sp.,White water lily,,,West cell,0.8,1,1
2024-LCS-NWA-260824-005A,2024,Algae,Algae,,,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Elodea canadensis,Common waterweed,0.3,0,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Ceratophyllum demersum,Coontail,79.4,80,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Myriophyllum spicatum,Eurasian water milfoil,,,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Lemna trisulca,Star duckweed,0.3,1,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Nitella sp.,Stonewort sp.,,,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.76,2,0
2024-LCS-NWA-260824-005A,2024,Nymphaea sp.,White water lily,,,West cell,0.76,2,0
2024-LCS-NWA-270824-001A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Typha sp.,Cattail sp.,,,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Elodea canadensis,Common waterweed,1.5,2,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Ceratophyllum demersum,Coontail,29.2,32,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Lemna sp.,Duckweed sp.,0,0,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,7.8,10,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Riccia fluitans,Floating crystalwort,0,0,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Utricularia gibba,Humped bladderwort,0.1,0,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Lemna minor,Lesser duckweed,,,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Lemna trisulca,Star duckweed,0.2,0,West cell,0.86,1,0
2024-LCS-NWA-270824-001A,2024,Nymphaea sp.,White water lily,111.3,130,West cell,0.86,1,0
2024-LCS-NWA-270824-002A,2024,Utricularia vulgaris,Common bladderwort,66.8,75,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Elodea canadensis,Common waterweed,1,1,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Ceratophyllum demersum,Coontail,17.4,18,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Lemna sp.,Duckweed sp.,0,0,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,12.2,16,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Potamogeton natans,Floating pondweed,10.3,15,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Utricularia gibba,Humped bladderwort,0.5,0,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Lemna minor,Lesser duckweed,,,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Lemna trisulca,Star duckweed,0,0,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Nitella sp.,Stonewort sp.,2.7,2,West cell,0.54,2,0
2024-LCS-NWA-270824-002A,2024,Nymphaea sp.,White water lily,0,0,West cell,0.54,2,0
2024-LCS-NWA-270824-003A,2024,Elodea canadensis,Common waterweed,1.1,2,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Ceratophyllum demersum,Coontail,721.2,710,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Potamogeton robbinsii,Fern pondweed,,,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0,0,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Utricularia gibba,Humped bladderwort,0,0,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Lemna minor,Lesser duckweed,,,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Myriophyllum sibiricum,Northern water milfoil,,,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Potamogeton pusillus,Slender pondweed,0.2,0,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Lemna trisulca,Star duckweed,0.4,1,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Unknown Submerged,Unknown Submerged,0,0,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Wolffia sp.,Watermeal sp.,,,West cell,1,3,0
2024-LCS-NWA-270824-003A,2024,Nymphaea sp.,White water lily,,,West cell,1,3,0
2024-LCS-NWA-270824-004A,2024,Algae,Algae,0,0,West cell,0.72,1,1
2024-LCS-NWA-270824-004A,2024,Utricularia vulgaris,Common bladderwort,39.4,50,West cell,0.72,1,1
2024-LCS-NWA-270824-004A,2024,Ceratophyllum demersum,Coontail,22.9,25,West cell,0.72,1,1
2024-LCS-NWA-270824-004A,2024,Lemna sp.,Duckweed sp.,0,0,West cell,0.72,1,1
2024-LCS-NWA-270824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,79.9,115,West cell,0.72,1,1
2024-LCS-NWA-270824-004A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.72,1,1
2024-LCS-NWA-270824-004A,2024,Lemna minor,Lesser duckweed,,,West cell,0.72,1,1
2024-LCS-NWA-270824-004A,2024,Lemna trisulca,Star duckweed,0,0,West cell,0.72,1,1
2024-LCS-NWA-270824-004A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.72,1,1
2024-LCS-NWA-270824-004A,2024,Nymphaea sp.,White water lily,,,West cell,0.72,1,1
2024-LCS-NWA-270824-005A,2024,Utricularia vulgaris,Common bladderwort,4.5,5,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Elodea canadensis,Common waterweed,78.2,80,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Ceratophyllum demersum,Coontail,85.4,90,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Ranunculus sp.,Crowfoot sp.,1,1,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,451.5,610,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Riccia fluitans,Floating crystalwort,0,0,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Utricularia gibba,Humped bladderwort,2.3,4,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Myriophyllum sibiricum,Northern water milfoil,3.3,3,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Potamogeton pusillus,Slender pondweed,3.8,4,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Lemna trisulca,Star duckweed,4,4,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Nitella sp.,Stonewort sp.,2.8,2,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.58,3,0
2024-LCS-NWA-270824-005A,2024,Nymphaea sp.,White water lily,21.9,25,West cell,0.58,3,0
2024-LCS-NWA-280824-001A,2024,Utricularia vulgaris,Common bladderwort,43.3,43,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Ceratophyllum demersum,Coontail,189.3,205,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Lemna sp.,Duckweed sp.,0,0,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,73.3,95,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Riccia fluitans,Floating crystalwort,0,0,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Lemna minor,Lesser duckweed,,,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Lemna trisulca,Star duckweed,2.1,2,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Nitella sp.,Stonewort sp.,0.6,0,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.6,2,0
2024-LCS-NWA-280824-001A,2024,Nymphaea sp.,White water lily,92.8,100,West cell,0.6,2,0
2024-LCS-NWA-280824-002A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.48,1,0
2024-LCS-NWA-280824-002A,2024,Ceratophyllum demersum,Coontail,30.8,32,West cell,0.48,1,0
2024-LCS-NWA-280824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.48,1,0
2024-LCS-NWA-280824-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.48,1,0
2024-LCS-NWA-280824-002A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.48,1,0
2024-LCS-NWA-280824-002A,2024,Pontederia cordata,Pickerelweed,,,West cell,0.48,1,0
2024-LCS-NWA-280824-002A,2024,Lemna trisulca,Star duckweed,0.3,0,West cell,0.48,1,0
2024-LCS-NWA-280824-002A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.48,1,0
2024-LCS-NWA-280824-002A,2024,Nymphaea sp.,White water lily,154.5,185,West cell,0.48,1,0
2024-LCS-NWA-280824-003A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.93,1,0
2024-LCS-NWA-280824-003A,2024,Ceratophyllum demersum,Coontail,91.7,98,West cell,0.93,1,0
2024-LCS-NWA-280824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.93,1,0
2024-LCS-NWA-280824-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.93,1,0
2024-LCS-NWA-280824-003A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.93,1,0
2024-LCS-NWA-280824-003A,2024,Lemna trisulca,Star duckweed,2.2,2,West cell,0.93,1,0
2024-LCS-NWA-280824-003A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,0.93,1,0
2024-LCS-NWA-280824-003A,2024,Nymphaea sp.,White water lily,,,West cell,0.93,1,0
2024-LCS-NWA-280824-004A,2024,Algae,Algae,0,0,West cell,0.8,2,1
2024-LCS-NWA-280824-004A,2024,Ceratophyllum demersum,Coontail,13.2,14,West cell,0.8,2,1
2024-LCS-NWA-280824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,124,150,West cell,0.8,2,1
2024-LCS-NWA-280824-004A,2024,Spirodela polyrhiza,Greater duckweed,0.5,1,West cell,0.8,2,1
2024-LCS-NWA-280824-004A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.8,2,1
2024-LCS-NWA-280824-004A,2024,Lemna trisulca,Star duckweed,0,0,West cell,0.8,2,1
2024-LCS-NWA-280824-004A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,0.8,2,1
2024-LCS-NWA-280824-004A,2024,Nymphaea sp.,White water lily,,,West cell,0.8,2,1
2024-LCS-NWA-280824-005A,2024,Utricularia vulgaris,Common bladderwort,7.7,7,West cell,0.95,2,0
2024-LCS-NWA-280824-005A,2024,Elodea canadensis,Common waterweed,0.1,0,West cell,0.95,2,0
2024-LCS-NWA-280824-005A,2024,Ceratophyllum demersum,Coontail,281.3,295,West cell,0.95,2,0
2024-LCS-NWA-280824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,9,12,West cell,0.95,2,0
2024-LCS-NWA-280824-005A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,2,2,West cell,0.95,2,0
2024-LCS-NWA-280824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.95,2,0
2024-LCS-NWA-280824-005A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.95,2,0
2024-LCS-NWA-280824-005A,2024,Lemna trisulca,Star duckweed,2.5,3,West cell,0.95,2,0
2024-LCS-NWA-280824-005A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,0.95,2,0
2024-LCS-NWA-280824-005A,2024,Nymphaea sp.,White water lily,47.5,60,West cell,0.95,2,0
2024-LCS-NWA-280824-006A,2024,Ceratophyllum demersum,Coontail,1047.6,1095,West cell,0.81,3,0
2024-LCS-NWA-280824-006A,2024,Hydrocharis morsus-ranae,European frog-bit,7.7,9,West cell,0.81,3,0
2024-LCS-NWA-280824-006A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.81,3,0
2024-LCS-NWA-280824-006A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.81,3,0
2024-LCS-NWA-280824-006A,2024,Potamogeton pusillus,Slender pondweed,0.2,0,West cell,0.81,3,0
2024-LCS-NWA-280824-006A,2024,Lemna trisulca,Star duckweed,1.3,1,West cell,0.81,3,0
2024-LCS-NWA-280824-006A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,0.81,3,0
2024-LCS-NWA-280824-006A,2024,Nymphaea sp.,White water lily,738.7,850,West cell,0.81,3,0
2024-LCS-NWA-290824-001A,2024,Utricularia vulgaris,Common bladderwort,10,11,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Elodea canadensis,Common waterweed,3.2,4,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Ceratophyllum demersum,Coontail,240,255,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Ranunculus sp.,Crowfoot sp.,0.9,1,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,98.9,150,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Lemna minor,Lesser duckweed,0,0,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Potamogeton pusillus,Slender pondweed,0.2,1,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Lemna trisulca,Star duckweed,2.8,2,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,1,2,0
2024-LCS-NWA-290824-001A,2024,Nymphaea sp.,White water lily,3.8,5,West cell,1,2,0
2024-LCS-NWA-290824-002A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Elodea canadensis,Common waterweed,103.9,110,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Ceratophyllum demersum,Coontail,66.4,70,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Ranunculus sp.,Crowfoot sp.,2,2,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Lemna sp.,Duckweed sp.,0,0,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,213.6,295,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0.8,1,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Riccia fluitans,Floating crystalwort,0,0,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Lemna minor,Lesser duckweed,,,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Lemna trisulca,Star duckweed,0,0,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.89,2,0
2024-LCS-NWA-290824-002A,2024,Nymphaea sp.,White water lily,56,65,West cell,0.89,2,0
2024-LCS-NWA-290824-003A,2024,Algae,Algae,0,0,West cell,0.69,2,0
2024-LCS-NWA-290824-003A,2024,Ceratophyllum demersum,Coontail,55.5,64,West cell,0.69,2,0
2024-LCS-NWA-290824-003A,2024,Lemna sp.,Duckweed sp.,0,0,West cell,0.69,2,0
2024-LCS-NWA-290824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,33.9,47,West cell,0.69,2,0
2024-LCS-NWA-290824-003A,2024,Riccia fluitans,Floating crystalwort,0.1,0,West cell,0.69,2,0
2024-LCS-NWA-290824-003A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.69,2,0
2024-LCS-NWA-290824-003A,2024,Lemna minor,Lesser duckweed,,,West cell,0.69,2,0
2024-LCS-NWA-290824-003A,2024,Lemna trisulca,Star duckweed,0.8,1,West cell,0.69,2,0
2024-LCS-NWA-290824-003A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.69,2,0
2024-LCS-NWA-290824-003A,2024,Nymphaea sp.,White water lily,136.3,185,West cell,0.69,2,0
2024-LCS-NWA-290824-004A,2024,Utricularia vulgaris,Common bladderwort,0.4,0,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Elodea canadensis,Common waterweed,,,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Ceratophyllum demersum,Coontail,108.2,110,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Lemna sp.,Duckweed sp.,0,0,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Lemna minor,Lesser duckweed,,,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Lemna trisulca,Star duckweed,1,2,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Unknown Submerged,Unknown Submerged,0.2,0,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.97,1,0
2024-LCS-NWA-290824-004A,2024,Nymphaea sp.,White water lily,42.7,60,West cell,0.97,1,0
2024-LCS-NWA-290824-005A,2024,Algae,Algae,0,0,West cell,1,1,0
